id_cliente,churn,genero,idoso,parceiro,dependentes,tempo_contrato,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_online,metodo_pagamento,cobrança_mensal,cobrança_total,contas_diarias
0259-GBZSH,sim,masculino,0,não,não,2,sim,sim,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,85.65,181.5,2.86
0260-ZDLGK,sim,feminino,0,não,sim,9,sim,não,dsl,não,não,sim,sim,sim,sim,mensal,sim,cheque postal,72.9,651.4,2.43
0263-FJTQO,não,masculino,0,sim,sim,50,sim,sim,dsl,sim,não,não,sim,sim,não,dois anos,sim,cartão de crédito (automático),70.5,3486.65,2.35
0264-CNITK,não,feminino,0,sim,sim,71,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),20.1,1389.6,0.67
0265-EDXBD,sim,masculino,1,sim,não,32,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,74.9,2303.35,2.5
0265-PSUAE,não,feminino,0,sim,sim,16,sim,não,fibra ótica,sim,não,sim,não,sim,sim,mensal,não,transferência bancária (automática),100.7,1522.7,3.36
0266-CLZKZ,não,feminino,0,sim,sim,67,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),105.65,6717.9,3.52
0266-GMEAO,não,masculino,0,sim,sim,72,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),114.3,8058.55,3.81
0268-QKIWO,sim,feminino,0,não,não,3,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque eletrônico,19.75,58.85,0.66
0269-XFESX,não,masculino,0,sim,sim,23,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,24.35,538.5,0.81
0270-THENM,não,masculino,0,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,não,não,dois anos,não,transferência bancária (automática),69.85,5102.35,2.33
0274-JKUJR,não,masculino,0,sim,sim,7,não,sem serviço telefônico,dsl,sim,sim,sim,não,sim,sim,mensal,não,cheque postal,58.85,465.7,1.96
0277-BKSQP,não,masculino,0,sim,sim,8,sim,não,dsl,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,54.4,475.1,1.81
0277-ORXQS,não,masculino,0,sim,sim,66,não,sem serviço telefônico,dsl,não,não,não,sim,sim,sim,dois anos,não,transferência bancária (automática),50.55,3364.55,1.68
0278-YXOOG,sim,masculino,0,não,não,5,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,21.05,113.85,0.7
0280-XJGEX,sim,masculino,0,não,não,49,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,transferência bancária (automática),103.7,5036.3,3.46
0281-CNTZX,não,masculino,0,sim,não,63,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,transferência bancária (automática),19.95,1234.8,0.66
0282-NVSJS,não,feminino,1,sim,sim,12,não,sem serviço telefônico,dsl,não,não,não,sim,não,não,mensal,sim,cheque postal,29.3,355.9,0.98
0285-INHLN,não,masculino,0,sim,sim,27,sim,não,dsl,sim,sim,não,não,não,não,mensal,sim,cartão de crédito (automático),54.75,1510.3,1.82
0289-IVARM,não,feminino,0,não,não,35,sim,não,dsl,sim,sim,sim,não,não,não,mensal,não,cheque eletrônico,60.55,1982.6,2.02
0292-WEGCH,não,feminino,0,sim,sim,54,sim,sim,dsl,não,sim,sim,sim,sim,sim,mensal,sim,cheque eletrônico,86.2,4524.05,2.87
0295-PPHDO,sim,masculino,0,não,não,1,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,95.45,95.45,3.18
0295-QVKPB,não,masculino,0,não,não,5,sim,não,dsl,não,não,sim,sim,sim,não,mensal,sim,cartão de crédito (automático),63.95,318.1,2.13
0297-RBCSG,não,masculino,0,não,não,19,sim,não,dsl,não,sim,não,sim,não,sim,um ano,sim,transferência bancária (automática),65.35,1231.85,2.18
0298-XACET,não,masculino,0,sim,sim,52,não,sem serviço telefônico,dsl,não,sim,sim,sim,sim,não,dois anos,não,cheque postal,50.2,2554.0,1.67
0301-FIDRB,não,feminino,0,sim,sim,72,não,sem serviço telefônico,dsl,sim,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),63.8,4684.3,2.13
0301-KOBTQ,não,masculino,0,não,não,32,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,transferência bancária (automática),20.05,614.45,0.67
0302-JOIVN,sim,feminino,0,sim,não,8,sim,não,fibra ótica,não,sim,sim,não,sim,sim,mensal,não,cheque eletrônico,101.15,842.9,3.37
0303-UNCIP,não,masculino,0,não,não,41,sim,sim,dsl,não,não,sim,não,não,sim,um ano,não,cheque postal,65.0,2531.8,2.17
0303-WMMRN,não,masculino,0,não,não,5,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque postal,19.25,86.05,0.64
0305-SQECB,não,feminino,0,não,sim,11,não,sem serviço telefônico,dsl,sim,não,não,sim,não,não,um ano,sim,cheque postal,36.05,402.6,1.2
0306-JAELE,sim,masculino,0,não,não,5,sim,não,fibra ótica,não,não,não,sim,sim,sim,mensal,sim,cheque eletrônico,96.1,453.4,3.2
0307-BCOPK,não,feminino,0,não,não,16,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,19.05,326.65,0.64
0308-GIQJT,não,masculino,1,não,não,71,sim,sim,fibra ótica,não,sim,não,sim,sim,sim,um ano,não,transferência bancária (automática),105.75,7382.85,3.52
0308-IVGOK,não,feminino,0,não,não,11,não,sem serviço telefônico,dsl,não,sim,sim,sim,não,não,um ano,sim,cartão de crédito (automático),40.4,422.6,1.35
0310-MVLET,sim,feminino,0,sim,sim,61,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,99.15,6010.05,3.3
0310-SUCIN,não,feminino,0,sim,não,71,sim,não,dsl,sim,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),84.8,6046.1,2.83
0310-VQXAM,não,masculino,0,não,não,9,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.85,178.8,0.66
0311-QYWSS,não,feminino,0,não,não,6,sim,não,dsl,sim,não,não,não,não,não,mensal,sim,cheque eletrônico,49.45,314.6,1.65
0311-UNPFF,sim,feminino,0,não,não,26,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,transferência bancária (automática),88.8,2274.35,2.96
0314-TKOSI,não,feminino,0,não,não,6,sim,não,dsl,sim,sim,não,não,não,não,mensal,não,cheque postal,55.15,322.9,1.84
0315-LVCRK,não,masculino,0,não,não,11,sim,não,fibra ótica,não,não,sim,não,não,sim,mensal,não,cheque eletrônico,84.8,888.75,2.83
0318-QUUOB,sim,masculino,0,sim,não,1,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,80.55,80.55,2.68
0318-ZOPWS,não,feminino,0,sim,não,49,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,transferência bancária (automática),20.15,973.35,0.67
0319-QZTCO,não,feminino,0,sim,sim,3,sim,não,dsl,não,sim,não,não,sim,não,mensal,sim,cartão de crédito (automático),58.7,168.6,1.96
0320-DWVTU,não,feminino,0,não,não,53,sim,não,fibra ótica,sim,sim,sim,sim,não,sim,dois anos,não,cheque postal,99.5,5424.25,3.32
0320-JDNQG,sim,masculino,0,sim,sim,23,sim,não,fibra ótica,sim,não,não,sim,sim,sim,mensal,sim,cheque eletrônico,99.85,2331.3,3.33
0322-CHQRU,sim,masculino,0,não,não,2,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque eletrônico,45.35,89.5,1.51
0322-YINQP,sim,masculino,0,não,não,1,sim,não,dsl,sim,não,não,não,não,não,mensal,sim,cheque postal,48.55,48.55,1.62
0323-XWWTN,não,masculino,0,não,sim,3,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque postal,26.4,121.25,0.88
0324-BRPCJ,sim,feminino,1,sim,não,68,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,100.2,6851.65,3.34
0325-XBFAC,sim,masculino,0,não,não,8,sim,não,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,94.7,740.3,3.16
0326-VDYXE,não,feminino,0,sim,não,70,sim,sim,fibra ótica,não,não,sim,não,sim,sim,um ano,sim,cheque eletrônico,97.65,6982.5,3.26
0327-WFZSY,não,masculino,0,sim,sim,39,sim,sim,fibra ótica,não,não,sim,não,sim,sim,um ano,não,cheque eletrônico,100.0,3835.55,3.33
0328-GRPMV,sim,feminino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.1,70.1,2.34
0329-GTIAJ,sim,feminino,0,não,não,3,sim,não,fibra ótica,não,sim,não,sim,sim,sim,mensal,sim,cheque eletrônico,97.9,315.3,3.26
0330-BGYZE,não,masculino,0,sim,não,60,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,um ano,não,transferência bancária (automática),102.5,6157.6,3.42
0330-IVZHA,sim,feminino,0,sim,não,5,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,cheque eletrônico,69.95,330.15,2.33
0334-GDDSO,sim,masculino,1,não,não,3,sim,sim,fibra ótica,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,81.35,233.7,2.71
0334-ZFJSR,não,feminino,0,sim,não,55,sim,sim,dsl,sim,sim,não,sim,não,não,um ano,sim,cartão de crédito (automático),66.05,3462.1,2.2
0336-KXKFK,não,masculino,0,não,não,72,não,sem serviço telefônico,dsl,sim,não,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),61.2,4390.25,2.04
0336-PIKEI,não,masculino,1,sim,não,72,sim,não,dsl,sim,sim,sim,sim,sim,não,dois anos,não,transferência bancária (automática),74.4,5360.75,2.48
0337-CNPZE,sim,feminino,0,não,não,41,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,106.3,4443.45,3.54
0343-QLUZP,não,masculino,0,não,não,60,não,sem serviço telefônico,dsl,sim,sim,sim,não,não,não,dois anos,não,transferência bancária (automática),39.6,2424.5,1.32
0345-HKJVM,sim,feminino,0,não,não,6,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,não,cheque eletrônico,89.3,577.6,2.98
0345-XMMUG,não,feminino,0,sim,não,46,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),108.9,4854.3,3.63
0347-UBKUZ,não,feminino,0,não,não,15,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.9,320.45,0.66
0348-SDKOL,sim,feminino,0,sim,não,58,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,cartão de crédito (automático),102.1,5885.4,3.4
0354-VXMJC,não,masculino,0,sim,sim,23,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.6,426.65,0.65
0354-WYROK,sim,feminino,1,sim,sim,31,sim,não,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,cheque eletrônico,98.9,2911.3,3.3
0356-ERHVT,não,masculino,0,sim,não,11,sim,não,dsl,não,não,não,não,não,não,mensal,sim,transferência bancária (automática),45.9,521.9,1.53
0356-OBMAC,não,feminino,1,não,não,56,sim,sim,fibra ótica,não,sim,sim,sim,sim,não,dois anos,sim,transferência bancária (automática),99.9,5706.3,3.33
0357-NVCRI,não,feminino,0,não,sim,25,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cartão de crédito (automático),20.05,471.7,0.67
0361-HJRDX,não,feminino,0,não,não,68,não,sem serviço telefônico,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),64.35,4539.6,2.14
0362-RAOQO,não,feminino,0,não,não,40,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.65,830.25,0.65
0362-ZBZWJ,sim,masculino,0,não,não,36,sim,sim,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,84.9,3067.2,2.83
0363-QJVFX,sim,masculino,0,não,não,32,sim,sim,fibra ótica,sim,sim,não,sim,sim,sim,mensal,sim,cartão de crédito (automático),108.15,3432.9,3.6
0363-SVHYR,não,masculino,0,sim,sim,71,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,transferência bancária (automática),86.85,6263.8,2.9
0365-BZUWY,não,masculino,0,sim,não,17,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,102.55,1742.5,3.42
0365-GXEZS,não,masculino,0,sim,não,18,sim,não,fibra ótica,não,não,sim,sim,não,não,mensal,não,cheque eletrônico,78.2,1468.75,2.61
0365-TRTPY,não,feminino,0,não,não,37,sim,sim,fibra ótica,sim,sim,sim,não,não,não,mensal,não,transferência bancária (automática),91.2,3382.3,3.04
0366-NQSHS,não,masculino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.35,46.35,0.64
0369-ZGOVK,não,feminino,0,sim,sim,28,sim,não,fibra ótica,não,não,não,não,não,não,um ano,sim,transferência bancária (automática),70.4,1992.2,2.35
0373-AIVNJ,não,masculino,0,não,não,9,não,sem serviço telefônico,dsl,sim,sim,sim,não,não,não,um ano,não,cheque postal,39.55,373.0,1.32
0374-AACSZ,não,feminino,0,não,não,1,sim,não,dsl,sim,não,não,não,não,não,mensal,não,cheque eletrônico,50.15,50.15,1.67
0374-FIUCA,não,masculino,0,sim,não,65,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),20.4,1414.45,0.68
0374-IOEGQ,não,feminino,0,não,não,3,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque eletrônico,44.6,122.7,1.49
0375-HVGXO,sim,feminino,0,não,não,1,não,sem serviço telefônico,dsl,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,34.7,34.7,1.16
0376-OIWME,não,masculino,0,sim,não,36,sim,não,fibra ótica,sim,não,não,não,sim,sim,mensal,sim,cheque eletrônico,93.6,3366.05,3.12
0376-YMCJC,sim,masculino,0,não,não,23,sim,sim,fibra ótica,não,não,não,sim,sim,não,mensal,sim,cheque eletrônico,90.6,1943.2,3.02
0377-JBKKT,não,masculino,0,sim,sim,22,sim,não,dsl,sim,sim,não,sim,não,não,mensal,sim,cheque postal,57.95,1271.8,1.93
0378-CJKPV,não,feminino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),112.1,7965.95,3.74
0378-NHQXU,sim,feminino,0,sim,sim,17,sim,sim,fibra ótica,não,não,sim,não,sim,não,mensal,não,cheque eletrônico,88.25,1460.65,2.94
0378-TOVMS,sim,feminino,0,não,não,3,sim,não,fibra ótica,não,não,não,sim,não,sim,mensal,não,cheque eletrônico,85.8,272.2,2.86
0378-XSZPU,sim,masculino,0,sim,não,58,sim,não,dsl,sim,sim,sim,não,não,não,um ano,não,cartão de crédito (automático),60.3,3563.8,2.01
0379-DJQHR,não,masculino,0,sim,sim,67,sim,não,dsl,sim,sim,sim,não,sim,sim,dois anos,não,cartão de crédito (automático),81.35,5398.6,2.71
0380-NEAVX,não,masculino,1,não,não,34,sim,não,fibra ótica,não,sim,sim,não,sim,sim,um ano,sim,cheque eletrônico,99.85,3343.15,3.33
0380-ZCSBI,não,masculino,0,não,não,10,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cartão de crédito (automático),20.0,198.7,0.67
0383-CLDDA,não,feminino,0,não,não,69,sim,sim,dsl,sim,não,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),85.35,5897.4,2.84
0384-LPITE,não,masculino,0,não,não,40,não,sem serviço telefônico,dsl,sim,sim,sim,não,sim,sim,um ano,não,cartão de crédito (automático),62.05,2511.55,2.07
0384-RVBPI,não,masculino,0,não,não,20,sim,não,dsl,sim,não,sim,não,não,sim,mensal,não,cartão de crédito (automático),64.4,1398.6,2.15
0386-CWRGM,não,feminino,0,sim,sim,46,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.4,967.85,0.65
0388-EOPEX,sim,feminino,0,sim,não,2,sim,não,fibra ótica,sim,não,não,não,não,não,mensal,sim,cheque eletrônico,74.4,139.4,2.48
0390-DCFDQ,sim,feminino,1,sim,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque postal,70.45,70.45,2.35
0392-BZIUW,não,feminino,0,sim,não,72,sim,sim,fibra ótica,sim,não,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),105.0,7589.8,3.5
0394-YONDK,não,masculino,0,sim,sim,70,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),25.15,1790.15,0.84
0396-HUJBP,não,feminino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.3,44.4,0.64
0396-UKGAI,não,masculino,0,não,sim,23,sim,não,dsl,não,sim,não,sim,não,não,mensal,sim,transferência bancária (automática),55.3,1284.2,1.84
0396-YCHWO,não,masculino,0,sim,não,36,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,95.4,3474.2,3.18
0397-GZBBC,sim,masculino,1,sim,não,59,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,transferência bancária (automática),93.85,5574.75,3.13
0397-ZXWQF,não,masculino,0,não,não,67,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),20.5,1430.95,0.68
0401-WDBXM,não,masculino,0,sim,sim,72,sim,sim,fibra ótica,sim,não,sim,não,sim,sim,dois anos,sim,transferência bancária (automática),105.55,7542.25,3.52
0402-CQAJN,sim,feminino,0,não,não,37,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,transferência bancária (automática),101.9,3545.35,3.4
0402-OAMEN,não,feminino,0,sim,sim,72,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),24.45,1709.1,0.82
